ClassTable,nameTextId,descTextId,number,promotion,SMSId,slowWalking,defaultPortraitId,unk0A,baseHP,basePow,baseSkl,baseSpd,baseDef,baseRes,baseCon,baseMov,maxHP,maxPow,maxSkl,maxSpd,maxDef,maxRes,maxCon,classRelativePower,growthHP,growthPow,growthSkl,growthSpd,growthDef,growthRes,growthLck,promotionHP,promotionPow,promotionSkl,promotionSpd,promotionDef,promotionRes,attributes,baseSwordRank,baseLanceRank,baseAxeRank,baseBowRank,baseStaffRank,baseAnimaRank,baseDaggerRank,baseStoneRank,pBattleAnimDef,pMovCostTable,pRainMovCostTable,pSnowMovCostTable,pTerrainAvoidLookup,pTerrainDefenseLookup,pTerrainResistanceLookup,classType
3770,0xbc6c,0xbccb,0x6b,0xbc,0xaa,0xaa,0xabc6,0xaa,-86,-68,-86,-86,-86,-85,-86,-86,-86,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-70,-69,-69,0xaaaaaaaa,170,170,170,170,170,170,170,170,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xbbaaaabb,0xbbaaaabb,0xbbbaaabb,3149572795
3771,0xaaab,0xbbba,0xab,0xaa,0xba,0xbb,0xaaab,0xba,-69,-85,-86,-70,-69,-69,-69,-85,-70,-69,-69,-69,-70,-69,-69,-69,-86,-69,-69,-69,-86,-69,-69,-69,-85,-69,-69,-69,-85,0xabbbbbbb,187,187,187,171,187,170,170,170,0xaaaaabbb,0xaaaabbbb,0xaaabbbba,0xabbaaaaa,0xbbaaaaaa,0xbaaaaaaa,0xaaaaaaaa,2863311530
3772,0xaaaa,0xaaaa,0xaa,0xaa,0xaa,0xaa,0xaaaa,0xaa,-86,-86,-86,-86,-86,-69,-86,-86,-86,-69,-69,-86,-86,-69,-69,-85,-86,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,1610612736
3773,0x0,0x6000,0x0,0x0,0x0,0x60,0xaaaa,0xaa,-70,-86,-86,-86,-70,-86,-86,-86,-70,-86,-86,-86,-70,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,0x6cbbbab,187,187,203,6,187,187,203,108,0x6ccbbbbb,0x6cbbbbbb,0x6cbbbbbb,0x6cbbbbbb,0x6cbbbbbb,0x23444523,0x33433313,1716662802
3774,0x2111,0x2231,0x11,0x21,0x11,0x21,0x1111,0x11,17,17,17,17,17,17,17,17,17,50,52,18,17,84,35,17,17,53,18,17,17,34,17,17,17,18,17,17,17,0x11111111,17,17,17,17,17,17,17,17,0xa6888842,0xb6588322,0xb6432222,0xc6332221,0x65332221,0x65332221,0x64322221,1681007137
3775,0xabbb,0x78aa,0xba,0xab,0xaa,0x78,0xabba,0xaa,-117,-70,-85,-86,-70,-86,-85,-86,-70,-85,-69,-86,-86,-85,-70,-86,-86,-84,-70,-86,-86,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3776,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x4fdf4f34,781926237
3777,0x25d3,0x252c,0x87,0x20,0x79,0x35,0x2914,0xee,32,93,111,-105,82,-114,57,-105,98,19,78,25,99,-68,-69,-52,-53,-69,-69,-53,-53,-69,-69,-53,-69,-68,-69,-69,-68,0xbcbbbbbc,198,187,170,203,108,188,170,186,0xaaabcccc,0x43254666,0x44455696,0x33456696,0x5555696c,0x4356696b,0x335696cb,861312700
3778,0x6bbc,0x3366,0x44,0x33,0x11,0x11,0x2333,0x11,17,18,17,17,50,85,68,68,68,85,52,51,83,67,68,68,36,18,17,17,17,52,51,51,18,33,84,17,50,0x32125432,84,67,19,50,69,66,35,83,0x45434224,0x44543211,0x65454211,0x56655321,0xaabcbccb,0xaacbaccb,0xabbbacbb,2881137852
3779,0xbcbb,0xbbaa,0xbb,0xcc,0xab,0xba,0xcbbb,0xbc,-86,-69,-53,-52,-85,-54,-53,102,67,-86,-68,108,52,-86,-54,107,53,-86,-86,-69,86,-86,-86,-70,107,-85,-86,-86,-69,0xaaaaaabb,170,187,170,170,51,68,35,17,0x21124333,0x43223333,0x65433334,0x66666666,0x5655556c,0x565e56cb,0x66666caa,3998639410
3780,0x5653,0xeee6,0x65,0x6e,0xe5,0xdd,0xe566,0x56,101,94,86,110,-58,-26,101,-58,-85,102,-58,-85,-86,-58,-85,-86,-69,-68,-69,-52,-53,-69,-69,-53,-53,-69,-69,-53,-69,0xbcbbbbbc,188,187,187,188,198,187,170,203,0xbaaabc6c,0xaaabcccc,0x43254666,0x44455696,0x33456696,0x5555696c,0x4356696b,861312715
3781,0x96bc,0x3356,0xbc,0x6b,0x66,0x43,0x3344,0x11,17,51,35,17,17,18,17,17,33,85,68,68,68,69,68,52,19,18,17,17,17,51,34,33,17,52,51,51,18,0x32115421,33,83,18,50,83,67,19,50,0x53234235,0x45434211,0x44543211,0x65454211,0x56655321,0xaabcbccb,0xaacbaccb,2881203387
3782,0xacbc,0xabba,0xbb,0xbc,0xaa,0xbb,0xccbb,0xab,-70,-69,-53,-68,-86,-69,-53,-52,-85,-54,-53,102,51,-86,-68,108,52,-86,-54,107,53,-86,-86,-69,86,-86,-86,-70,107,0xbbaaaaab,187,170,170,170,170,187,170,170,0x11234433,0x21124333,0x43223333,0x65433334,0x66666666,0x5655556c,0x565e56cb,1717988522
3783,0x6532,0xee56,0x53,0x56,0xe6,0xee,0x6e65,0xe5,-35,102,-27,86,101,94,86,110,-58,-26,101,-58,-85,102,-58,-85,-86,-58,-85,-86,-69,-68,-69,-52,-53,-69,-69,-53,-53,0xbbcbbbbb,188,187,187,188,188,187,187,188,0xcbaabbc6,0xbaaabc6c,0xaaabcccc,0x43254666,0x44455696,0x33456696,0x4555696c,1129736555
3784,0x96cb,0x3356,0xbc,0x96,0x56,0x33,0x6bbc,0x66,67,68,51,17,17,51,35,17,17,18,17,17,33,52,51,67,68,51,34,17,17,18,17,17,17,52,35,33,17,0x12334433,33,84,17,50,33,83,18,50,0x32134333,0x53234215,0x45434211,0x44543211,0x65454211,0x56655321,0xaabcbccb,2865474763
3785,0xacbb,0xabbb,0xbc,0xac,0xba,0xab,0xbcbb,0xaa,-69,-69,-52,-85,-70,-69,-53,-68,-86,-69,-53,-52,-85,-54,-53,102,51,-86,-68,108,52,-86,-54,107,53,-86,-86,-69,86,0x6bbaaaaa,171,170,170,187,187,170,170,170,0xaaaabbaa,0x11234333,0x21123333,0x43223333,0x65433334,0x66666666,0x5655556c,1449023179
3786,0x6caa,0x6666,0x32,0x65,0x56,0xee,0x5653,0xe6,-18,101,110,-27,-35,102,-27,86,101,94,86,110,-58,-26,101,-58,-85,102,-58,-85,-86,-58,-85,-86,-69,-68,-69,-52,-53,0xcbcbbbbb,187,187,203,187,188,187,187,188,0xbcbbbbbc,0xcbaabbc6,0xbaaabc6c,0xaaabcccc,0x43254666,0x44455696,0x33456696,1414883692
3787,0x696b,0x5356,0xcb,0x96,0x56,0x43,0x96bc,0x56,51,-68,107,102,51,68,51,17,17,51,35,17,17,18,17,17,50,69,68,68,85,85,52,51,84,69,68,68,69,0x11111112,52,51,51,18,33,84,17,50,0x32125321,0x32134323,0x53234214,0x45434215,0x44543213,0x65454211,0x56655321,2864495819
3788,0xaccb,0xaacb,0xbb,0xac,0xbb,0xab,0xacbc,0xba,-85,-69,-68,-86,-69,-69,-52,-85,-70,-69,-53,-68,-86,-69,-53,-52,-85,-54,-53,102,67,-86,-68,108,52,-86,-54,107,53,0x56bbaaaa,170,170,186,107,171,170,170,187,0xaaaaaabb,0xaaaabbaa,0x11234433,0x21124333,0x43223333,0x65433334,0x66666666,1448433004
3789,0x56cb,0x565e,0xaa,0x6c,0x66,0x66,0x6532,0x56,-18,83,86,-26,-18,101,110,-27,-35,102,-27,86,101,94,86,110,-58,-26,101,-58,-85,102,-58,-85,-86,-58,-85,-86,-69,0xcbccbbbc,187,187,203,203,187,187,203,187,0xbcbbbbbc,0xbcbbbbbc,0xcbaabbc6,0xbaaabc6c,0xaaabcccc,0x43254666,0x44455696,860186262
3790,0x696c,0x5455,0x6b,0x69,0x56,0x43,0x96cb,0x56,51,-68,-106,86,51,-68,107,102,67,68,51,17,17,51,35,17,17,18,17,17,33,85,68,68,69,69,52,51,85,0x11111112,51,34,33,17,52,51,51,18,0x32115421,0x32125321,0x32134323,0x53234213,0x45434212,0x44543211,0x65454211,1449480993
3791,0xbccb,0xaabc,0xcb,0xac,0xcb,0xaa,0xacbb,0xbb,-85,-68,-84,-70,-85,-69,-68,-86,-69,-69,-52,-85,-70,-69,-53,-68,-86,-69,-53,-52,-85,-54,-53,102,51,-86,-68,108,52,0x356bcaaa,170,170,187,86,170,170,186,107,0xbbaaaaab,0xaaaaaabb,0xaaaabbaa,0x11234433,0x21124333,0x43223333,0x65433334,1717986918
3792,0x556c,0x5655,0xcb,0x56,0x5e,0x56,0x6caa,0x66,102,50,101,86,-18,83,86,-26,-18,101,110,-27,-35,102,-27,86,101,94,86,110,-58,-26,101,-58,-85,102,-58,-85,-86,0xbbaaabc6,188,187,204,203,187,187,203,203,0xbbcbbbbb,0xbcbbbbbc,0xbcbbbbbc,0xcbaabbc6,0xbaaabc6c,0xaaabcccc,0x43254666,1145394838
3793,0x6696,0x3345,0x6c,0x69,0x55,0x45,0x696b,0x56,67,-53,-106,86,51,-68,-106,86,51,-68,107,102,67,68,51,17,17,51,35,17,17,18,17,17,33,52,51,67,68,0x11112233,18,17,17,17,52,35,33,17,0x12334433,0x32115421,0x32125321,0x32134333,0x53234215,0x45434211,0x44543211,1699037713
3794,0x5321,0x5665,0xcb,0xbc,0xbc,0xaa,0xaccb,0xcb,-86,-69,-84,-69,-85,-68,-84,-70,-85,-69,-68,-86,-69,-69,-52,-85,-70,-69,-53,-68,-86,-69,-53,-52,-85,-54,-53,102,51,0x346cbcaa,170,202,107,53,170,170,187,86,0x6bbaaaaa,0xbbaaaaab,0xaaaaaabb,0xaaaabbaa,0x11234333,0x21123333,0x43223333,1698902836
3795,0x6666,0x6666,0x6c,0x55,0x55,0x56,0x56cb,0x5e,86,-86,108,102,102,50,101,86,-18,83,86,-26,-18,101,110,-27,-35,102,-27,86,101,94,86,110,-58,-26,101,-58,-85,0xaaabc666,198,171,170,187,16,0,2,0,0xf0000035,0x60014001,0x80960300,0x66000f,0x60896660,0x77008896,0x87787896,75003800
3796,0x9848,0x8978,0x24,0x60,0x1c,0x66,0x6,0x0,119,-121,105,6,120,-121,-121,32,105,121,0,30,-119,121,-104,-121,66,17,-119,121,120,-16,86,0,0,6,0,3,85,0x68030069,48,14,134,0,106,137,0,3,0x3004855,0x39030038,0x461300,0x544007,0x89336403,0x231299,0x18111494,304156994
3797,0x1100,0x2111,0x13,0x11,0x11,0x22,0x12,0x12,18,17,34,19,36,17,94,0,19,67,-18,33,-104,-120,121,49,0,73,-103,120,65,18,-108,119,17,16,17,-109,-121,0x11980300,35,137,0,57,49,36,147,82,0x2a421eee,0x6c009752,0x78030087,0xa0790300,0x897400,0x66989374,0x68019200,1771177643
3798,0x6baa,0x6300,0x44,0x63,0x20,0xdb,0x6000,0x6c,48,3,-58,-52,0,0,96,-68,-68,0,-58,-69,-69,0,96,-53,-69,-70,-2,36,67,-2,0,78,37,20,-19,18,19,0x942343,123,17,54,0,132,102,0,8,0x23003466,0x11156b43,0x1efa11,0x12ed4231,0x11123221,0x31932100,0x11893111,2034368531
3799,0x1424,0x7893,0x13,0x24,0x0,0x95,0x2187,0x54,-98,105,-109,-58,0,-86,-53,-119,-74,-86,-68,-120,-74,0,-70,-84,104,-84,-54,-85,105,-85,0,-53,-86,-58,-86,-84,-70,0xaa00baa6,171,171,170,186,171,96,203,0,0xbb60abbc,0xbc60abcc,0x60bacc00,0x60abcbb6,0xbcbb03c6,0xcbbc6600,0x7005001,3160696320
3800,0x2216,0xca11,0x16,0x0,0x11,0x11,0x4caa,0x11,50,-85,-54,0,92,101,-70,-86,-53,-68,-68,-86,16,-86,-53,-69,0,4,-68,-69,-69,-69,0,49,-26,-98,-74,99,85,0x560aab66,102,188,170,0,2,170,0,1,0xbbcc00ba,0xcbaa6cbb,0xcc083566,0x112466,0xaaaaba0e,0xaa6bab00,0xba66cbba,1701183596
3801,0x466c,0x5561,0x16,0x13,0x1,0x61,0x6155,0x61,97,85,81,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3802,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3803,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3804,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122,-103,-103,0,-122,-104,52,0,-106,-104,36,0,-106,-104,35,0x23999600,0,96,153,35,0,96,153,35,0x33960000,0x24942114,0x13921129,0x12311132,0x11111112,0x11111112,0x11111113,286331155
3805,0x1123,0x1111,0x11,0x11,0x11,0x11,0x1111,0x11,33,17,17,17,33,17,17,17,33,17,17,17,34,17,17,17,34,17,17,17,34,17,17,34,17,33,73,35,66,0x32211341,49,17,17,34,17,17,17,34,0x22111111,0x22111111,0x22211112,0x32221111,0x77987899,0x77897794,0x77798793,2004457282
3806,0x9832,0x8778,0x42,0x89,0x77,0x98,0x7953,0x58,85,-107,-119,69,50,-105,-105,6,0,-105,-121,6,0,-104,-121,105,0,-103,-121,104,0,-103,-121,-104,6,-103,120,-120,102,0xc6887895,84,121,136,198,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x66,0x6cb,0
3807,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,-68,-68,-86,-53,-84,-53,-86,-69,-84,-69,-85,0xabbaacbc,187,188,170,187,187,204,171,186,0xaabccbbb,0xabcccbbb,0x3366cbca,0x346cbcaa,0x356bcaaa,0x56bbaaaa,0x6bbaaaaa,3148524203
3808,0xaabb,0xaaaa,0xaa,0xbb,0xaa,0xaa,0x4333,0x23,17,51,51,18,33,51,51,34,67,52,51,67,101,102,102,102,102,108,85,85,86,-53,86,94,86,-86,108,102,102,0xee566532,83,86,230,238,101,110,229,221,0x6556e566,0xc66e565e,0xabc665e6,0xaaabc666,0xbbaaabc6,0x0,0x0,0
3809,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,96,0x0,0x0,0x0,0x6,0x66666c,0x6cbaabb,0x6baaaaa,111848106
3810,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-106,52,0,0,-106,53,0x45946000,0,96,84,86,0,96,84,86,0x46536000,0x36436000,0x36356000,0x21112122,0x31112323,0x22113232,0x21123334,823346585
3811,0x5665,0x3323,0xe5,0xee,0x34,0x33,0x5f65,0x55,34,17,17,17,50,18,50,34,35,35,33,51,18,36,35,17,66,69,85,102,102,84,101,-27,-18,67,-27,84,-10,0x55ed4443,18,49,52,66,18,65,153,34,0x22949321,0x22434999,0x2123e545,0x221edeee,0x1124ef11,0x1213ed4e,0xcbccbbbc,3419126715
3812,0xbbbb,0xbbcb,0xbc,0xbb,0xbb,0xbc,0xbbbc,0xbb,-68,-58,-69,-86,-53,108,-68,-86,-70,-52,-52,-85,-86,102,70,37,67,-106,86,69,68,-106,102,69,51,108,105,85,69,0x4356696b,203,150,86,51,188,150,86,51,0x43666bbc,0x11113344,0x11112333,0x21111112,0x44433334,0x11112233,0x11111112,287384372
3813,0x4433,0x1233,0x21,0x54,0x11,0x32,0x5321,0x12,50,51,67,19,50,21,66,35,83,17,66,67,69,17,50,84,68,17,66,69,101,33,83,101,86,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3814,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3815,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3816,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x34960000,0,0,150,53,0,96,148,69,0x56546000,0x56546000,0x46536000,0x36436000,0x36356000,0x21112122,0x31112323,571552306
3817,0x3334,0x2112,0x99,0x45,0x13,0x31,0x5665,0x23,51,-11,62,52,51,69,79,85,34,17,17,17,50,18,50,34,35,35,33,51,18,36,35,17,66,69,85,102,102,0xd2f56554,67,229,84,31,67,68,237,85,0x42343112,0x22994112,0x22949321,0x22434999,0x2123e545,0x221ede11,0x1124e4f1,303295813
3818,0x5889,0x3324,0x94,0x59,0x32,0x54,0x5993,0x42,53,-110,73,82,69,66,57,66,85,49,36,83,69,33,35,84,20,33,34,35,33,83,-119,-120,105,67,-107,120,105,0x69789532,36,149,121,105,35,149,121,198,0xc6899541,0xb6998952,0xac697895,0x66cbb,0x66bbbbb,0x6bbbbabb,0xbbbbaabb,3167464123
3819,0xaabb,0xccba,0xbb,0xaa,0xba,0xcc,0xaaab,0xcb,-69,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,102,102,0,0,0x6ccbb,188,187,204,204,198,187,187,204,0xbbbbbc66,0xbbbc6666,0xbc666666,0x66646666,0x33636666,0x22636666,0xaaaaaabb,2863315900
3820,0xbccc,0xaabb,0xbb,0xcb,0xbc,0xab,0xbbbb,0xcb,-69,-68,-69,-69,-69,102,-52,-68,-69,102,102,102,102,-86,-70,-68,-69,-86,-86,-53,-68,-86,-86,-86,-53,-86,-86,-86,-86,0xaaaaaaab,187,187,187,187,187,187,204,108,0x66666666,0xbbbbbbbb,0xaabbbbbb,0xaaaaabcc,0xbaaaaaaa,0x6cbbaaaa,0x666cccbb,879126118
3821,0x6666,0x2224,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0x6c660000,0,96,188,108,0,96,187,108,0x6cbbc600,0xccbbb600,0xccbbb600,0xccbbb660,0x6caaaaaa,0x6baaaaaa,0xcaaaaaaa,3435973835
3822,0xcccc,0xcbbb,0x66,0xc6,0xbc,0xbb,0x6655,0x66,-52,85,85,85,102,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,108,0,0,0,0x6cb,188,6,0,0,0,0,54,54,0x26666000,0x36cc6000,0x46ccc600,0x66ccc600,0x6ccccc60,0x6cccccc6,0x6bcccbcc,842352222
3823,0x4de4,0x3124,0x42,0x34,0x14,0x21,0x3222,0x14,33,35,51,20,33,52,51,20,33,70,51,21,49,102,68,21,49,20,66,-44,-34,35,67,68,85,52,68,51,34,0x12233443,50,51,35,34,50,36,50,34,0x43222432,0x21123554,0x11123eed,0x11112334,0x11111111,0x22211111,0x22111112,839983666
3824,0x3334,0x3212,0x32,0x35,0x12,0x32,0xbccb,0xbc,-86,-53,-84,-53,-86,-69,-84,-69,-85,-68,-84,-70,-85,-69,-68,-86,-69,-69,-52,-85,-70,-69,-53,-68,-86,-69,-53,-52,-85,0x3366cbca,170,188,108,52,170,202,107,53,0x56bbaaaa,0x6bbaaaaa,0xbbaaaaab,0xaaaaaabb,0xaaaabbaa,0x11234333,0x21123333,1126314803
3825,0x3334,0x6543,0x66,0x66,0x66,0x66,0x556c,0x55,86,-53,86,94,86,-86,108,102,102,50,101,86,-18,83,86,-26,-18,101,110,-27,-35,102,-27,86,101,94,86,110,-58,0xabc665e6,102,198,171,170,198,171,170,187,0x0,0x0,0x0,0x0,0x0,0x0,0x0,1610612736
3826,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,102,0,0,102,-119,0,96,-119,-121,96,-106,120,-120,-106,-103,119,120,-119,-119,-121,120,0,0,102,102,96,102,-103,-120,0x77778896,120,119,119,119,119,119,120,119,0x87778777,0x88778877,0x98877987,0x6666666,0x69988777,0x87777777,0x87777777,2541193351
3827,0x8998,0x9877,0x89,0x77,0x77,0x89,0x8778,0x87,121,0,0,0,0,102,0,0,0,-104,102,0,0,-121,-104,102,0,-121,-120,-104,6,119,-120,-120,105,119,-120,-104,-104,0x97898987,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x6,0x6,0x0,0
3828,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x36360000,0x26666000,0x36cc6000,0x46ccc600,0x66ccc600,0x6ccccc60,1825361094
3829,0xcbcc,0x6bcc,0x4e,0x44,0x35,0x32,0x4de4,0x24,49,66,52,20,33,34,50,20,33,35,51,20,33,52,51,20,33,70,51,21,49,102,68,21,49,20,66,-44,-34,0x55444323,52,68,51,34,67,52,35,18,0x22233332,0x22322432,0x43222432,0x21123554,0x11123eed,0x11112334,0x11111111,572592401
3830,0x1112,0x2211,0x32,0x22,0x11,0x32,0x3334,0x12,50,50,53,18,50,33,34,34,67,33,50,67,-107,34,66,-107,-119,34,83,-119,-104,34,68,121,-104,34,68,121,-104,0x97894423,51,68,137,151,137,120,105,171,0xaac67888,0xaab68888,0xaaa69878,0xaaac6878,0xaaab6979,0xaaaac689,0xaaaab69e,3149707947
3831,0xcaaa,0xbbbb,0xaa,0xcb,0xbb,0xbb,0xbcaa,0xbb,-86,-70,-68,-85,-86,-54,-69,-86,-86,-53,-85,-86,-86,-68,-85,-86,-70,-69,-69,108,0,-69,-69,-53,6,-69,-69,-69,108,0xcbbbaaaa,170,170,186,187,170,187,187,204,0xabccbabb,0xaaabcbab,0xaab6979e,0xaaab689e,0xaaaab665,0xaaaaabc6,0xaaaaaaab,2863315626
3832,0xabba,0xaaaa,0xbb,0xaa,0xaa,0xaa,0xaaaa,0xaa,-86,-86,-86,-86,-86,-86,-86,-86,-70,-86,-86,-86,-69,-86,-86,-70,-69,-86,-86,-69,-53,-86,-70,-53,102,-70,-53,102,20,0x6bbbabba,187,186,187,102,187,187,108,102,0x66666cbb,0x666456cb,0x56651666,0x55661634,0x55561451,0x56666666,0x55566666,1431656038
3833,0x5556,0x5555,0x55,0x55,0x55,0x55,0x5555,0x55,101,85,85,85,102,85,85,101,102,0,0,0,0,0,0,0,96,0,0,0,96,0,0,0,96,0,0,0,96,0x60000000,0,0,0,96,0,0,0,0,0xccbbc666,0xcbbb6666,0xcbbc6666,0xbbc66666,0xbc666666,0xb6666666,0xc6666666,1717986918
3834,0x5555,0x6555,0x55,0x55,0x55,0x55,0x5555,0x55,85,85,102,85,85,102,86,85,85,102,85,85,85,102,85,85,85,86,85,85,85,-58,108,0,0,102,108,0,0,0x6666,102,108,0,0,102,204,6,0,0x6b666,0x6b666,0x6b666,0x34960000,0x35960000,0x45946000,0x56546000,1448370176
3835,0x6000,0x4653,0x0,0x60,0x43,0x36,0x6000,0x35,54,34,33,17,33,35,35,17,49,50,50,17,34,52,51,18,33,-103,69,19,49,101,86,35,51,-18,78,52,51,0x22554de5,17,17,17,50,18,50,34,35,0x12332123,0x42112324,0x66665545,0xeee56554,0xee5ee543,0x665d4443,0x42343112,580469010
3836,0x9321,0x2294,0x99,0x49,0x43,0x22,0xe545,0x23,33,-35,-34,30,34,-19,-28,36,17,86,-19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0
3837,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x96000000,0x89600000,0x89960000,2307260416
3838,0x6000,0x9989,0x0,0x60,0x89,0x99,0x9600,0x89,-104,0,-122,-103,-104,-120,-119,-121,119,-119,-119,-121,119,-103,-119,-121,119,73,-103,-121,-121,52,-108,-120,-121,35,-109,-120,-105,0x98894223,19,50,137,153,151,120,136,137,0x44988798,0x23498789,0x22349889,0x11234989,0x11123949,0x11112339,0x11111122,2023192729
3839,0x8889,0x7798,0x43,0x89,0x89,0x97,0x9432,0x79,-104,33,-109,-120,-103,17,-110,-104,-119,17,-125,-103,-104,17,-108,73,-108,-104,-104,120,-105,-119,-119,119,-105,-103,120,119,-104,0x98778789,120,152,119,136,152,137,135,120,0x78977999,0x78987999,0x69,0x68,0x697,0x687,0x6987,27015
3840,0x6887,0x0,0x87,0x68,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0xcbccbbbc,0xcbcbbbbb,3150691259
3841,0xbbbc,0xbcbb,0xbc,0xbb,0xbb,0xbc,0xbbc6,0xaa,-53,108,-68,-86,-70,-52,-52,-85,-86,102,70,37,67,-106,86,69,68,-106,102,69,51,108,105,85,69,107,105,86,67,0x335696cb,188,150,86,51,188,107,102,67,0x11113344,0x11112333,0x21111112,0x44433334,0x11112233,0x11111112,0x11212334,305349683
3842,0x5421,0x3211,0x21,0x53,0x12,0x32,0x4333,0x13,50,21,66,35,83,17,66,67,69,17,50,84,68,17,66,69,101,33,83,101,86,67,84,-119,-105,83,-108,-120,-105,0x97979445,68,137,151,152,68,121,152,104,0x69e97865,0xb6e988e6,0xab6e979e,0xbaaaac6d,0xbaaaab6e,0xbbaaaac6,0xabaaaab6,2864360108
3843,0xaaab,0xaaaa,0xaa,0xaa,0xaa,0xaa,0xaaaa,0xaa,-86,-69,-86,-86,-69,-85,-86,-70,-85,-86,-86,-69,-86,-86,-70,-69,-70,-86,-70,-85,-86,-86,-69,-85,-86,-86,-69,-86,-69,0xbbbaabba,186,187,170,170,187,170,170,170,0xaaaaaaab,0xbbbaaaaa,0xccbbbbaa,0x666ccbbb,0x556666cb,0x5555666c,0xbaaaaaaa,1824172714
