MagicAnimationTable,itemNumber,isMapOnly,magicAnim,unk06,mapAnim,changeHP,mapFacing,mapColor,unk0F
2317,0x0,0x0,0x702,0x5000,0x64f,0x0,0x0,0x0,0x0
2318,0x417,0x6c,0x0,0x0,0x50000702,0x90,0x6,0x0,0x0
2319,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
2320,0x6d1,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
2321,0x702,0x5000,0x70e,0x0,0x0,0x17,0x4,0x6c,0x0
2322,0x0,0x0,0x702,0x5000,0x6cf,0x0,0x0,0x0,0x0
2323,0x417,0x6c,0x0,0x0,0x50000702,0x10,0x7,0x0,0x0
2324,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
2325,0x651,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
2326,0x702,0x5000,0x712,0x0,0x0,0x17,0x4,0x6c,0x0
2327,0x0,0x0,0x702,0x5000,0x68e,0x0,0x0,0x0,0x0
2328,0x417,0x6c,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2329,0x0,0x0,0x0,0x0,0x0,0x5f,0x63,0x0,0x6d
2330,0x144,0x0,0x0,0x0,0x161c,0x0,0x3,0xc,0x0
2331,0x63bb,0x6500,0x103,0x0,0x0,0x1e,0x0,0x0,0x0
2332,0x300,0xc,0x63bb,0x6500,0x105,0x0,0x0,0x0,0x0
2333,0x95,0x0,0x300,0xc,0x550009b3,0x5,0x53,0x0,0x0
2334,0x0,0x0,0x0,0x0,0xc0300,0xb3,0x9,0x0,0x55
2335,0x5444,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2336,0x9b3,0x5500,0x5205,0x0,0x0,0x0,0x0,0x0,0x0
2337,0x300,0xc,0xbb5,0x5500,0x5341,0x0,0x0,0x0,0x0
2338,0x0,0x0,0x300,0xc,0x55001ab0,0x42,0x56,0x0,0x0
2339,0x0,0x0,0x0,0x0,0xc0000,0xb0,0x1a,0x0,0x55
2340,0x5601,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2341,0x1ab0,0x5500,0x5251,0x0,0x0,0x0,0x0,0x0,0x0
2342,0x0,0xc,0x1ab0,0x5500,0x52d2,0x0,0x0,0x0,0x0
2343,0x0,0x0,0x0,0xc,0x550013bb,0x52,0x51,0x0,0x0
2344,0x0,0x0,0x0,0x0,0xc1200,0xbb,0x13,0x0,0x55
2345,0x5111,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
2346,0x13b0,0x5500,0x5048,0x0,0x0,0x0,0x0,0x0,0x0
2347,0x1200,0xc,0x1ab0,0x5500,0x51c8,0x0,0x0,0x0,0x0
2348,0x0,0x0,0x0,0xc,0x550002ac,0x89,0x56,0x0,0x0
2349,0x0,0x0,0x0,0x0,0xc0300,0xad,0x4,0x0,0x55
2350,0x548c,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2351,0x2ac,0x5500,0x524a,0x0,0x0,0x0,0x0,0x0,0x0
2352,0x300,0xc,0x4ad,0x5500,0x52c4,0x0,0x0,0x0,0x0
2353,0x0,0x0,0x300,0xc,0x550004ad,0xc6,0x52,0x0,0x0
2354,0x0,0x0,0x0,0x0,0xc0300,0xab,0x1,0x0,0x55
2355,0x53c0,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2356,0x4ad,0x5500,0x5648,0x0,0x0,0x0,0x0,0x0,0x0
2357,0x300,0xc,0xbb5,0x5500,0x51cc,0x0,0x0,0x0,0x0
2358,0x0,0x0,0x300,0xc,0x550002ac,0x4d,0x55,0x0,0x0
2359,0x0,0x0,0x0,0x0,0xc0000,0xb0,0x1a,0x0,0x55
2360,0x534a,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2361,0x1ab0,0x5500,0x538b,0x0,0x0,0x0,0x0,0x0,0x0
2362,0x300,0xc,0x1ab0,0x5500,0x5504,0x0,0x0,0x0,0x0
2363,0x0,0x0,0x0,0xc,0x55001ab0,0x6,0x55,0x0,0x0
2364,0x0,0x0,0x0,0x0,0xc0300,0xb0,0x1a,0x0,0x55
2365,0x534c,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2366,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2367,0x0,0x0,0x702,0x5000,0x64f,0x0,0x0,0x0,0x0
2368,0x417,0x6c,0x0,0x0,0x50000702,0x90,0x6,0x0,0x0
2369,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
2370,0x6d1,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
2371,0x702,0x5000,0x70e,0x0,0x0,0x17,0x4,0x6c,0x0
2372,0x0,0x0,0x702,0x5000,0x6cf,0x0,0x0,0x0,0x0
2373,0x417,0x6c,0x0,0x0,0x50000702,0x10,0x7,0x0,0x0
2374,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
2375,0x651,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
2376,0x702,0x5000,0x712,0x0,0x0,0x17,0x4,0x6c,0x0
2377,0x0,0x0,0x702,0x5000,0x68e,0x0,0x0,0x0,0x0
2378,0x417,0x6c,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2379,0x0,0x0,0x0,0x0,0x0,0x5f,0x5f,0x0,0x6d
2380,0x144,0x0,0x0,0x0,0xb3ac,0x3,0x3,0xc,0x0
2381,0x5fb7,0x6500,0x103,0x0,0x0,0xb3,0x0,0x0,0x0
2382,0x300,0xc,0x5fb7,0x6500,0x105,0x0,0x0,0x0,0x0
2383,0xb3,0x0,0x300,0xc,0x550009b3,0x5,0x53,0x0,0x0
2384,0x0,0x0,0x0,0x0,0xc0300,0xb3,0x9,0x0,0x55
2385,0x5444,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2386,0x9b3,0x5500,0x5205,0x0,0x0,0x0,0x0,0x0,0x0
2387,0x300,0xc,0xbb5,0x5500,0x5341,0x0,0x0,0x0,0x0
2388,0x0,0x0,0x300,0xc,0x55001ab0,0x42,0x56,0x0,0x0
2389,0x0,0x0,0x0,0x0,0xc0000,0xb0,0x1a,0x0,0x55
2390,0x5601,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2391,0x1ab0,0x5500,0x5251,0x0,0x0,0x0,0x0,0x0,0x0
2392,0x0,0xc,0x1ab0,0x5500,0x52d2,0x0,0x0,0x0,0x0
2393,0x0,0x0,0x0,0xc,0x550013bb,0x52,0x51,0x0,0x0
2394,0x0,0x0,0x0,0x0,0xc1200,0xbb,0x13,0x0,0x55
2395,0x5111,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
2396,0x13b0,0x5500,0x5048,0x0,0x0,0x0,0x0,0x0,0x0
2397,0x1200,0xc,0x1ab0,0x5500,0x51c8,0x0,0x0,0x0,0x0
2398,0x0,0x0,0x0,0xc,0x550002ac,0x89,0x56,0x0,0x0
2399,0x0,0x0,0x0,0x0,0xc0300,0xad,0x4,0x0,0x55
2400,0x548c,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2401,0x2ac,0x5500,0x524a,0x0,0x0,0x0,0x0,0x0,0x0
2402,0x300,0xc,0x4ad,0x5500,0x52c4,0x0,0x0,0x0,0x0
2403,0x0,0x0,0x300,0xc,0x550004ad,0xc6,0x52,0x0,0x0
2404,0x0,0x0,0x0,0x0,0xc0300,0xab,0x1,0x0,0x55
2405,0x53c0,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2406,0x4ad,0x5500,0x5648,0x0,0x0,0x0,0x0,0x0,0x0
2407,0x300,0xc,0xbb5,0x5500,0x51cc,0x0,0x0,0x0,0x0
2408,0x0,0x0,0x300,0xc,0x550002ac,0x4d,0x55,0x0,0x0
2409,0x0,0x0,0x0,0x0,0xc0000,0xb0,0x1a,0x0,0x55
2410,0x534a,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2411,0x1ab0,0x5500,0x538b,0x0,0x0,0x0,0x0,0x0,0x0
2412,0x300,0xc,0x1ab0,0x5500,0x5504,0x0,0x0,0x0,0x0
2413,0x0,0x0,0x0,0xc,0x55001ab0,0x6,0x55,0x0,0x0
2414,0x0,0x0,0x0,0x0,0xc0300,0xb0,0x1a,0x0,0x55
2415,0x534c,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2416,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2417,0x0,0x0,0x702,0x5000,0x64f,0x0,0x0,0x0,0x0
2418,0x417,0x6c,0x0,0x0,0x50000702,0x90,0x6,0x0,0x0
2419,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
2420,0x6d1,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
2421,0x702,0x5000,0x70e,0x0,0x0,0x17,0x4,0x6c,0x0
2422,0x0,0x0,0x702,0x5000,0x6cf,0x0,0x0,0x0,0x0
2423,0x417,0x6c,0x0,0x0,0x50000702,0x10,0x7,0x0,0x0
2424,0x0,0x0,0x417,0x6c,0x0,0x2,0x7,0x0,0x50
2425,0x651,0x0,0x0,0x0,0x6c0417,0x0,0x0,0x0,0x0
2426,0x702,0x5000,0x712,0x0,0x0,0x17,0x4,0x6c,0x0
2427,0x0,0x0,0x702,0x5000,0x68e,0x0,0x0,0x0,0x0
2428,0x417,0x6c,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2429,0x0,0x0,0x0,0x0,0x0,0x5f,0x5b,0x0,0x6d
2430,0xc4,0x0,0x0,0x0,0xb1,0x0,0x3,0xc,0x0
2431,0x5bb3,0x6500,0x103,0x0,0x0,0xb1,0x0,0x0,0x0
2432,0x300,0xc,0x5bb3,0x6500,0x105,0x0,0x0,0x0,0x0
2433,0xb1,0x0,0x300,0xc,0x550009b3,0x5,0x53,0x0,0x0
2434,0x0,0x0,0x0,0x0,0xc0300,0xb3,0x9,0x0,0x55
2435,0x5444,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2436,0x9b3,0x5500,0x5205,0x0,0x0,0x0,0x0,0x0,0x0
2437,0x300,0xc,0xbb5,0x5500,0x5341,0x0,0x0,0x0,0x0
2438,0x0,0x0,0x300,0xc,0x55001ab0,0x42,0x56,0x0,0x0
2439,0x0,0x0,0x0,0x0,0xc0000,0xb0,0x1a,0x0,0x55
2440,0x5601,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2441,0x1ab0,0x5500,0x5251,0x0,0x0,0x0,0x0,0x0,0x0
2442,0x0,0xc,0x1ab0,0x5500,0x52d2,0x0,0x0,0x0,0x0
2443,0x0,0x0,0x0,0xc,0x550013bb,0x52,0x51,0x0,0x0
2444,0x0,0x0,0x0,0x0,0xc1200,0xbb,0x13,0x0,0x55
2445,0x5111,0x0,0x0,0x0,0x0,0x0,0x12,0xc,0x0
2446,0x13b0,0x5500,0x5048,0x0,0x0,0x0,0x0,0x0,0x0
2447,0x1200,0xc,0x1ab0,0x5500,0x51c8,0x0,0x0,0x0,0x0
2448,0x0,0x0,0x0,0xc,0x550002ac,0x89,0x56,0x0,0x0
2449,0x0,0x0,0x0,0x0,0xc0300,0xad,0x4,0x0,0x55
2450,0x548c,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2451,0x2ac,0x5500,0x524a,0x0,0x0,0x0,0x0,0x0,0x0
2452,0x300,0xc,0x4ad,0x5500,0x52c4,0x0,0x0,0x0,0x0
2453,0x0,0x0,0x300,0xc,0x550004ad,0xc6,0x52,0x0,0x0
2454,0x0,0x0,0x0,0x0,0xc0300,0xab,0x1,0x0,0x55
2455,0x53c0,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
2456,0x4ad,0x5500,0x5648,0x0,0x0,0x0,0x0,0x0,0x0
2457,0x300,0xc,0xbb5,0x5500,0x51cc,0x0,0x0,0x0,0x0
2458,0x0,0x0,0x300,0xc,0x550002ac,0x4d,0x55,0x0,0x0
2459,0x0,0x0,0x0,0x0,0xc0000,0xb0,0x1a,0x0,0x55
2460,0x534a,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2461,0x1ab0,0x5500,0x538b,0x0,0x0,0x0,0x0,0x0,0x0
2462,0x300,0xc,0x1ab0,0x5500,0x5504,0x0,0x0,0x0,0x0
2463,0x0,0x0,0x0,0xc,0x55001ab0,0x6,0x55,0x0,0x0
2464,0x0,0x0,0x0,0x0,0xc0300,0xb0,0x1a,0x0,0x55
2465,0x534c,0x0,0x0,0x0,0x0,0x0,0x0,0xc,0x0
2466,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2467,0x0,0x0,0x24e,0x1,0xffff,0x8e,0x2,0x1,0x0
2468,0xffff,0x0,0x287,0x1,0xffff,0x7,0x3,0x1,0x0
2469,0xffff,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2470,0x0,0x0,0x0,0x0,0xd6b0b6b,0x8e,0x0,0x0,0x0
2471,0x0,0x0,0x0,0x0,0x0,0x40,0x4f,0x6b,0xd
2472,0xcf,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2473,0x980,0xd6b,0x10b,0x0,0x0,0x0,0x0,0x0,0x0
2474,0x0,0x0,0x980,0xd6b,0x111,0x0,0x0,0x0,0x0
2475,0x0,0x0,0x0,0x0,0xd6b0980,0x4b,0x2,0x0,0x0
2476,0x0,0x0,0x0,0x0,0x0,0x80,0x9,0x6b,0xd
2477,0x251,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2478,0x2169,0xd6b,0x14e,0x0,0x0,0x0,0x0,0x0,0x0
2479,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2480,0x0,0x0,0x0,0x0,0x50001f0e,0x86,0x2,0x0,0x0
2481,0x0,0x0,0x0,0x0,0x0,0x69,0x21,0x0,0x50
2482,0x18e,0x100,0x960c,0x88b,0x0,0x0,0x0,0x0,0x0
2483,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2484,0x0,0x0,0x2169,0x5000,0x200024e,0x14,0x96,0x8b,0x8
2485,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2486,0x0,0x0,0x0,0x0,0x0,0x43,0x23,0x0,0x50
2487,0x407,0x100,0x9624,0x88b,0x0,0x0,0x0,0x0,0x0
2488,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2489,0x0,0x0,0x40c,0x0,0xffff,0xc,0x3,0x0,0x0
2490,0xffff,0x0,0x30b,0x0,0xffff,0xc,0x3,0x0,0x19
2491,0x0,0x0,0x40,0x0,0xffff,0x1,0x0,0x0,0x0
2492,0xffff,0x0,0xc0,0x0,0xffff,0x14,0x0,0x0,0x0
2493,0xffff,0x0,0x54,0x0,0xffff,0x95,0x0,0x0,0x0
2494,0xffff,0x0,0x403,0x0,0xffff,0x1,0x4,0x0,0x0
2495,0xffff,0x0,0x441,0x0,0xffff,0x1,0x0,0x0,0x0
2496,0xffff,0x0,0x81,0x0,0xffff,0x82,0x0,0x0,0x0
2497,0xffff,0x0,0xc2,0x0,0xffff,0xc6,0x0,0x0,0x0
2498,0xffff,0x0,0x1,0x1800,0x0,0x81,0x0,0x0,0x0
2499,0xffff,0x0,0x82,0x0,0xffff,0xc2,0x0,0x0,0x0
2500,0xffff,0x0,0xc5,0x0,0xffff,0x1,0x0,0x0,0x18
2501,0x0,0x0,0x81,0x0,0xffff,0x82,0x0,0x0,0x0
2502,0xffff,0x0,0xc2,0x0,0xffff,0xc3,0x0,0x0,0x0
2503,0xffff,0x0,0x1,0x1800,0x0,0x81,0x0,0x0,0x0
2504,0xffff,0x0,0x84,0x0,0xffff,0x1,0x0,0x0,0x18
2505,0x0,0x0,0x81,0x0,0xffff,0x82,0x0,0x0,0x0
2506,0xffff,0x0,0x102,0x0,0xffff,0x3,0x0,0x0,0x18
2507,0x0,0x0,0x43,0x0,0xffff,0x1,0x2,0x0,0x58
2508,0xc3,0x0,0x0,0x0,0x6c09,0x0,0x0,0x0,0x0
2509,0xd09,0x5800,0xc5,0x0,0x0,0x1,0x6b,0x0,0x0
2510,0x0,0x0,0x4806,0x5800,0xc1,0x0,0x0,0x0,0x0
2511,0x1c15,0x6c,0x0,0x0,0x58000903,0x4,0x1,0x0,0x0
2512,0x0,0x0,0x6c14,0x0,0x0,0x4,0x5,0x0,0x58
2513,0x45,0x0,0x0,0x0,0x6c1401,0x0,0x0,0x0,0x0
2514,0x1b0b,0x1000,0x84,0x0,0x0,0x2f,0x6c,0x0,0x0
2515,0x0,0x0,0x4413,0x5800,0x82,0x0,0x0,0x0,0x0
2516,0x6c3f,0x0,0x0,0x0,0x58003f0a,0x43,0x0,0x0,0x0
2517,0x0,0x0,0x281f,0x0,0x0,0x2,0x7,0x0,0x28
2518,0x102,0x0,0x0,0x0,0x6c1703,0x0,0x0,0x0,0x0
2519,0x4505,0x5800,0x41,0x0,0x0,0x4b,0x0,0x0,0x0
2520,0x0,0x0,0xf14,0x5800,0x143,0x0,0x0,0x0,0x0
2521,0x6c05,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2522,0x0,0x0,0x0,0x0,0x0,0xaa,0x52,0x0,0x55
2523,0x2c0,0x0,0x0,0x0,0xad,0x0,0x0,0xc,0x0
2524,0x52aa,0x5500,0x280,0x0,0x0,0xad,0x0,0x0,0x0
2525,0x0,0xc,0x54ac,0x5500,0x14c,0x0,0x0,0x0,0x0
2526,0x14,0x0,0x0,0xc,0x550054ac,0x8b,0x1,0x0,0x0
2527,0x0,0x0,0x1,0x0,0xc0000,0xac,0x54,0x0,0x15
2528,0x312,0x0,0x0,0x0,0x14,0x0,0x0,0xc,0x0
2529,0x54ac,0x5500,0x10b,0x0,0x0,0x1,0x0,0x0,0x0
2530,0x300,0xc,0x54ac,0x5500,0x2192,0x0,0x0,0x0,0x0
2531,0x6902,0x0,0x300,0xc,0x150054ac,0xd1,0x2,0x0,0x0
2532,0x0,0x0,0x14,0x0,0xc0000,0xac,0x55,0x0,0x55
2533,0x4e,0x0,0x0,0x0,0x2d,0x0,0x3,0xc,0x0
2534,0x54ac,0x5500,0x1d0,0x0,0x0,0x14,0x0,0x0,0x0
2535,0x300,0xc,0x54ac,0x4500,0x293,0x0,0x0,0x0,0x0
2536,0x14,0x0,0x300,0xc,0x4d0055ad,0x50,0x1,0x0,0x0
2537,0x0,0x0,0x34,0x0,0xc0300,0xab,0x53,0x0,0x25
2538,0x204,0x0,0x0,0x0,0xaf,0x0,0x3,0x4,0x0
2539,0x5fb7,0x4d00,0xd3,0x0,0x0,0xb3,0x0,0x0,0x0
2540,0x300,0xc,0x5fb7,0x4d00,0xd2,0x0,0x0,0x0,0x0
2541,0xb3,0x0,0x300,0xc,0x550063bb,0x95,0x2,0x0,0x0
2542,0x0,0x0,0x14,0x0,0xc0300,0xbb,0x63,0x0,0x55
2543,0x115,0x0,0x0,0x0,0x14,0x0,0x3,0xc,0x0
2544,0x5bb3,0x5500,0x1d3,0x0,0x0,0xb1,0x0,0x0,0x0
2545,0xa00,0xc,0x5bb4,0x4d00,0x13,0x0,0x0,0x0,0x0
2546,0xb1,0x0,0x300,0xc,0x4d005bb4,0x55,0x0,0x0,0x0
2547,0x0,0x0,0xb1,0x0,0xc0300,0xaf,0x54,0x0,0x55
2548,0x23d2,0x0,0x0,0x0,0x696a14,0x3,0x3,0xc,0x0
2549,0x54bc,0x5500,0x452,0x0,0x0,0x1,0x0,0x0,0x0
2550,0x300,0xc,0x54bc,0x5500,0x3d5,0x0,0x0,0x0,0x0
2551,0x1,0x0,0x300,0xc,0x550055bc,0xd3,0x3,0x0,0x0
2552,0x0,0x0,0x2d,0x0,0xc0300,0xbc,0x63,0x0,0x55
2553,0x414,0x0,0x0,0x0,0x14,0x0,0x3,0xc,0x0
2554,0x63bc,0x5500,0x453,0x0,0x0,0x14,0x0,0x0,0x0
2555,0x300,0xc,0x64bc,0x1500,0x454,0x0,0x0,0x0,0x0
2556,0x16,0x0,0x303,0xc,0x4d005fb8,0x5,0x4,0x0,0x0
2557,0x0,0x0,0xb3,0x0,0xc0300,0xb8,0x5f,0x0,0x4d
2558,0x446,0x0,0x0,0x0,0xb3,0x0,0x3,0xc,0x0
2559,0x54ac,0x5500,0xd,0x0,0x0,0x14,0x0,0x0,0x0
2560,0x300,0xc,0x54ac,0x5500,0x50,0x0,0x0,0x0,0x0
2561,0x14,0x0,0x0,0xc,0x550054ac,0x43,0x2,0x0,0x0
2562,0x0,0x0,0x8,0x0,0xc0303,0xae,0x52,0x0,0x55
2563,0x402,0x0,0x0,0x0,0xad,0x0,0x3,0xc,0x0
2564,0x55ae,0x4d00,0x202,0x0,0x0,0x30,0x0,0x0,0x0
2565,0x303,0xc,0x54ae,0x5500,0x443,0x0,0x0,0x0,0x0
2566,0x1,0x0,0x300,0xc,0x550055ae,0x0,0x4,0x0,0x0
2567,0x0,0x0,0x2d,0x0,0xc0300,0xae,0x54,0x0,0x55
2568,0x3c0,0x0,0x0,0x0,0x1,0x0,0x3,0xc,0x0
2569,0x54ac,0x1500,0x409,0x0,0x0,0x14,0x0,0x0,0x0
2570,0x0,0xc,0x54ac,0x1500,0x285,0x0,0x0,0x0,0x0
2571,0x1,0x0,0x1200,0xc,0x4400565d,0x40,0x4,0x0,0x0
2572,0x0,0x0,0x3,0x0,0xc0300,0xaa,0x52,0x0,0x55
2573,0x300,0x0,0x0,0x0,0xad,0x0,0x0,0xc,0x0
2574,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2575,0x0,0x0,0x4b19,0x1a00,0x300044c,0x6c,0x97,0x8b,0x8
2576,0x6d4c,0x56,0x30e,0x0,0xa19431a,0x4c,0x4,0x0,0x1
2577,0x9784,0x88b,0x6d86,0x0,0x300,0x0,0x0,0x0,0x0
2578,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2579,0x54ac,0x5500,0x2442,0x0,0x0,0x1,0x6a,0x69,0x0
2580,0x506,0xc,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2581,0x0,0x0,0x0,0x0,0x550052aa,0x0,0x0,0x0,0x1
2582,0x978c,0x88b,0xad,0x0,0xc0000,0xaa,0x52,0x0,0x55
2583,0x0,0x100,0x9794,0x88b,0xad,0x0,0x0,0xc,0x0
2584,0x52aa,0x5500,0x0,0x100,0x88b979c,0xad,0x0,0x0,0x0
2585,0x0,0xc,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2586,0x0,0x0,0x0,0x0,0x550055ad,0x15,0x0,0x0,0x1
2587,0x97a4,0x88b,0x2d,0x0,0xc0400,0xac,0x54,0x0,0x4d
2588,0x15,0x100,0x97ac,0x88b,0x18,0x0,0x4,0xc,0x0
2589,0x54ac,0x5500,0x15,0x100,0x88b97b4,0x1,0x1c,0x0,0x0
2590,0x0,0xc,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2591,0x0,0x0,0x0,0x0,0x550054ac,0x40,0x4,0x0,0x1
2592,0x97bc,0x88b,0x18,0x0,0xc0000,0xac,0x54,0x0,0x55
2593,0x440,0x100,0x97c4,0x88b,0x1c01,0x0,0x0,0xc,0x0
2594,0x55ad,0x5500,0x440,0x100,0x88b97cc,0x2d,0x0,0x0,0x0
2595,0x400,0xc,0x0,0x0,0x0,0x0,0x0,0x0,0x0
2596,0x0,0x0,0x0,0x0,0x8003e18,0x0,0x0,0x0,0x5
2597,0x97d4,0x88b,0x0,0x0,0x0,0x15,0x4d,0x0,0x8
2598,0x0,0x500,0x97fc,0x88b,0x0,0x0,0x0,0x0,0x0
